name;frameTime;F0final_sma;voicingFinalUnclipped_sma;audspec_lengthL1norm_sma;audspecRasta_lengthL1norm_sma;pcm_RMSenergy_sma;pcm_zcr_sma;audSpec_Rfilt_sma[0];audSpec_Rfilt_sma[1];audSpec_Rfilt_sma[2];audSpec_Rfilt_sma[3];audSpec_Rfilt_sma[4];audSpec_Rfilt_sma[5];audSpec_Rfilt_sma[6];audSpec_Rfilt_sma[7];audSpec_Rfilt_sma[8];audSpec_Rfilt_sma[9];audSpec_Rfilt_sma[10];audSpec_Rfilt_sma[11];audSpec_Rfilt_sma[12];audSpec_Rfilt_sma[13];audSpec_Rfilt_sma[14];audSpec_Rfilt_sma[15];audSpec_Rfilt_sma[16];audSpec_Rfilt_sma[17];audSpec_Rfilt_sma[18];audSpec_Rfilt_sma[19];audSpec_Rfilt_sma[20];audSpec_Rfilt_sma[21];audSpec_Rfilt_sma[22];audSpec_Rfilt_sma[23];audSpec_Rfilt_sma[24];audSpec_Rfilt_sma[25];pcm_fftMag_fband250-650_sma;pcm_fftMag_fband1000-4000_sma;pcm_fftMag_spectralRollOff25.0_sma;pcm_fftMag_spectralRollOff50.0_sma;pcm_fftMag_spectralRollOff75.0_sma;pcm_fftMag_spectralRollOff90.0_sma;pcm_fftMag_spectralFlux_sma;pcm_fftMag_spectralEntropy_sma;pcm_fftMag_spectralVariance_sma;pcm_fftMag_spectralSkewness_sma;pcm_fftMag_spectralKurtosis_sma;pcm_fftMag_spectralSlope_sma;pcm_fftMag_psySharpness_sma;pcm_fftMag_spectralHarmonicity_sma;pcm_fftMag_mfcc_sma[1];pcm_fftMag_mfcc_sma[2];pcm_fftMag_mfcc_sma[3];pcm_fftMag_mfcc_sma[4];pcm_fftMag_mfcc_sma[5];pcm_fftMag_mfcc_sma[6];pcm_fftMag_mfcc_sma[7];pcm_fftMag_mfcc_sma[8];pcm_fftMag_mfcc_sma[9];pcm_fftMag_mfcc_sma[10];pcm_fftMag_mfcc_sma[11];pcm_fftMag_mfcc_sma[12];pcm_fftMag_mfcc_sma[13];pcm_fftMag_mfcc_sma[14];F0final_sma_de;voicingFinalUnclipped_sma_de;audspec_lengthL1norm_sma_de;audspecRasta_lengthL1norm_sma_de;pcm_RMSenergy_sma_de;pcm_zcr_sma_de;audSpec_Rfilt_sma_de[0];audSpec_Rfilt_sma_de[1];audSpec_Rfilt_sma_de[2];audSpec_Rfilt_sma_de[3];audSpec_Rfilt_sma_de[4];audSpec_Rfilt_sma_de[5];audSpec_Rfilt_sma_de[6];audSpec_Rfilt_sma_de[7];audSpec_Rfilt_sma_de[8];audSpec_Rfilt_sma_de[9];audSpec_Rfilt_sma_de[10];audSpec_Rfilt_sma_de[11];audSpec_Rfilt_sma_de[12];audSpec_Rfilt_sma_de[13];audSpec_Rfilt_sma_de[14];audSpec_Rfilt_sma_de[15];audSpec_Rfilt_sma_de[16];audSpec_Rfilt_sma_de[17];audSpec_Rfilt_sma_de[18];audSpec_Rfilt_sma_de[19];audSpec_Rfilt_sma_de[20];audSpec_Rfilt_sma_de[21];audSpec_Rfilt_sma_de[22];audSpec_Rfilt_sma_de[23];audSpec_Rfilt_sma_de[24];audSpec_Rfilt_sma_de[25];pcm_fftMag_fband250-650_sma_de;pcm_fftMag_fband1000-4000_sma_de;pcm_fftMag_spectralRollOff25.0_sma_de;pcm_fftMag_spectralRollOff50.0_sma_de;pcm_fftMag_spectralRollOff75.0_sma_de;pcm_fftMag_spectralRollOff90.0_sma_de;pcm_fftMag_spectralFlux_sma_de;pcm_fftMag_spectralEntropy_sma_de;pcm_fftMag_spectralVariance_sma_de;pcm_fftMag_spectralSkewness_sma_de;pcm_fftMag_spectralKurtosis_sma_de;pcm_fftMag_spectralSlope_sma_de;pcm_fftMag_psySharpness_sma_de;pcm_fftMag_spectralHarmonicity_sma_de;pcm_fftMag_mfcc_sma_de[1];pcm_fftMag_mfcc_sma_de[2];pcm_fftMag_mfcc_sma_de[3];pcm_fftMag_mfcc_sma_de[4];pcm_fftMag_mfcc_sma_de[5];pcm_fftMag_mfcc_sma_de[6];pcm_fftMag_mfcc_sma_de[7];pcm_fftMag_mfcc_sma_de[8];pcm_fftMag_mfcc_sma_de[9];pcm_fftMag_mfcc_sma_de[10];pcm_fftMag_mfcc_sma_de[11];pcm_fftMag_mfcc_sma_de[12];pcm_fftMag_mfcc_sma_de[13];pcm_fftMag_mfcc_sma_de[14]
'unknown';0.000000;0;0;5.244283e-02;9.883412e-01;4.294007e-03;4.166667e-03;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;1.641431e-05;8.653339e-06;3.125000e+01;3.125000e+01;3.125000e+01;5.208333e+01;3.590846e-03;8.183689e-01;4.871188e+04;1.863940e+01;4.522279e+02;-2.807388e-04;4.655194e-02;3.262308e-05;1.465324e+01;8.663032e+00;2.016713e+01;2.841264e+01;1.421604e+01;4.847023e+00;-4.587065e+00;1.028493e+01;-2.313264e+00;-2.069791e+01;-7.477141e+00;3.519156e+00;-1.152676e+00;-6.702519e+00;0;0;-2.811387e-04;0;-3.138946e-04;6.250001e-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.617109e-06;-6.302089e-08;0;0;5.208333e+00;1.041667e+01;1.659502e-03;1.184206e-01;1.199367e+04;-1.217416e+00;-4.983854e+01;3.451998e-05;4.466168e-03;-4.280912e-06;-2.395110e-01;-7.608930e-01;-3.829985e-01;1.076113e-01;-8.640327e-01;2.214675e+00;2.210340e+00;1.941702e-01;1.325173e+00;-7.052612e-02;3.266192e-03;-1.293224e+00;-3.754754e-01;2.390884e-01
'unknown';0.010063;0;0;5.193938e-02;9.883412e-01;3.652136e-03;1.666667e-02;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;1.093849e-05;8.798322e-06;3.125000e+01;3.125000e+01;4.166667e+01;7.291666e+01;8.099909e-03;1.074929e+00;7.491965e+04;1.596544e+01;3.461078e+02;-2.093433e-04;5.661144e-02;2.352284e-05;1.434090e+01;7.218830e+00;1.927777e+01;2.791178e+01;1.219300e+01;8.538377e+00;-6.098564e-01;1.226978e+01;8.821964e-01;-2.103613e+01;-6.904778e+00;1.158118e+00;-1.512361e+00;-6.337804e+00;0;0;8.192808e-05;0;-3.575771e-04;7.333334e-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.077188e-06;4.890322e-07;0;0;6.250000e+00;1.250000e+01;1.876934e-03;1.449872e-01;1.660545e+04;-1.794506e+00;-7.204059e+01;3.985318e-05;5.935190e-03;-4.197848e-06;-4.505897e-01;-1.160798e+00;-1.918022e-01;8.428427e-01;-1.486617e+00;2.554953e+00;2.940887e+00;3.686296e-01;1.962168e+00;-3.530205e-01;2.729569e-01;-1.590211e+00;3.538765e-01;-1.312499e-01
'unknown';0.020125;0;0;5.128886e-02;9.883412e-01;3.045469e-03;2.916667e-02;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;6.066677e-06;8.265743e-06;3.125000e+01;3.125000e+01;5.208333e+01;9.375000e+01;9.633823e-03;1.282192e+00;9.557634e+04;1.388931e+01;2.560952e+02;-1.438366e-04;6.385303e-02;1.576865e-05;1.361186e+01;5.580667e+00;1.869681e+01;2.920113e+01;1.090739e+01;1.407472e+01;4.476029e+00;1.026335e+01;2.714870e+00;-2.088143e+01;-7.746992e+00;-1.766444e+00;-2.850211e+00;-5.689434e+00;0;0;6.527800e-04;1.916862e-03;-1.895367e-04;3.500000e-03;3.129482e-04;2.318502e-04;-9.451509e-04;-1.381636e-04;-1.411963e-03;4.494715e-03;9.844899e-04;-1.355648e-03;2.251148e-04;-6.747532e-03;-1.762033e-03;4.242348e-03;6.445265e-03;1.278319e-02;-2.910924e-03;2.358961e-03;9.336186e-03;8.655524e-03;3.856278e-03;5.801010e-03;-1.458454e-03;-1.518893e-03;2.676678e-03;4.085064e-03;2.413738e-03;-8.164048e-04;-2.533798e-06;1.132493e-06;0;0;3.125000e+00;4.166667e+00;1.229355e-03;5.562808e-02;1.143188e+04;-1.500897e+00;-6.139323e+01;1.831397e-05;3.159891e-03;-2.278761e-06;-6.499899e-01;-1.237109e+00;2.806147e-01;9.205984e-01;-1.734224e+00;1.864879e+00;2.355446e+00;8.877508e-01;3.049097e+00;-1.023077e+00;-4.112697e-02;-1.245878e+00;7.149665e-01;-6.751644e-01
'unknown';0.030187;0;0;5.342945e-02;9.883412e-01;3.130390e-03;2.833333e-02;1.292162e-01;2.720484e-01;4.195279e-01;5.544473e-01;6.697289e-01;7.658961e-01;8.470284e-01;9.178292e-01;9.822495e-01;1.043099e+00;1.102099e+00;1.160070e+00;1.217131e+00;1.272837e+00;1.326212e+00;1.375581e+00;1.418056e+00;1.448481e+00;1.457878e+00;1.432704e+00;1.358746e+00;1.232340e+00;1.069155e+00;8.959276e-01;7.342484e-01;5.943311e-01;6.202186e-06;1.129230e-05;3.125000e+01;3.125000e+01;5.208333e+01;9.375000e+01;9.954028e-03;1.311393e+00;1.083069e+05;1.204192e+01;1.900913e+02;-1.499240e-04;6.757735e-02;2.006106e-05;1.292098e+01;4.400225e+00;1.994327e+01;3.223261e+01;8.437277e+00;1.300794e+01;5.585824e+00;1.213886e+01;4.983507e+00;-2.237125e+01;-5.977431e+00;-1.789102e+00;1.465474e+00;-7.865311e+00;0;0;1.460917e-03;7.593966e-03;7.134946e-05;-1.666669e-04;3.290951e-04;3.209710e-05;-1.471609e-03;8.759260e-04;-1.867652e-03;1.841688e-02;3.322965e-03;-4.680240e-03;2.633202e-03;-2.348388e-02;-4.031050e-03;1.483966e-02;2.003176e-02;3.217370e-02;-7.436884e-03;6.111979e-03;2.367463e-02;3.287355e-02;2.147784e-02;2.468882e-02;6.931257e-03;1.764286e-03;1.133587e-02;1.234818e-02;8.241469e-03;-1.688510e-03;-2.422304e-07;1.604789e-06;0;0;-3.125000e+00;-9.374999e+00;8.022754e-04;-6.512055e-02;6.452635e+03;-8.438875e-01;-3.364747e+01;-9.630936e-06;-6.858744e-05;6.896011e-07;-7.612780e-01;-6.834615e-01;8.047468e-01;-1.541019e-01;-1.438621e+00;-5.347236e-01;5.848543e-02;1.681464e+00;3.014436e+00;-1.398819e+00;-1.841662e-01;-4.877993e-01;1.112622e+00;-9.348297e-01
'unknown';0.040250;0;0;5.496169e-02;9.979255e-01;3.607196e-03;1.583333e-02;1.307809e-01;2.732076e-01;4.148022e-01;5.537565e-01;6.626691e-01;7.883697e-01;8.519509e-01;9.110510e-01;9.833751e-01;1.009362e+00;1.093289e+00;1.181282e+00;1.249357e+00;1.336753e+00;1.311657e+00;1.387376e+00;1.464737e+00;1.491759e+00;1.477159e+00;1.461709e+00;1.351454e+00;1.224745e+00;1.082538e+00;9.163529e-01;7.463171e-01;5.902491e-01;6.113472e-06;1.306882e-05;3.125000e+01;3.125000e+01;4.166667e+01;6.250000e+01;8.810560e-03;9.782770e-01;8.917766e+04;1.309668e+01;2.232700e+02;-2.188786e-04;5.686845e-02;2.296016e-05;1.211325e+01;3.886789e+00;2.123745e+01;3.085522e+01;7.422782e+00;1.193664e+01;4.092326e+00;1.478914e+01;1.088157e+01;-2.514574e+01;-8.146449e+00;-1.236626e+00;9.332389e-01;-9.314588e+00;0;0;2.070294e-03;1.853494e-02;1.193861e-04;1.250000e-03;-3.536761e-04;-2.313900e-03;-2.373803e-03;3.449804e-03;2.552283e-03;4.407767e-02;7.997739e-03;-2.938360e-03;1.453502e-02;-4.290774e-02;-2.915573e-03;2.876961e-02;4.629061e-02;4.599147e-02;-1.149741e-02;9.372354e-03;3.488924e-02;6.979610e-02;6.253102e-02;6.623695e-02;3.342938e-02;1.518172e-02;2.588736e-02;2.376365e-02;1.489226e-02;-2.434838e-03;1.134018e-06;1.817821e-06;0;0;-6.250000e+00;-7.291666e+00;6.491452e-04;-5.520200e-02;2.226618e+04;-7.876776e-01;-2.246054e+01;-1.222882e-05;4.053734e-03;9.897431e-07;-6.793309e-01;-3.550754e-01;4.167458e-01;-2.368937e+00;-3.434519e-01;-1.863007e+00;-1.623386e+00;2.269136e+00;2.385793e+00;-1.575582e+00;2.731800e-01;5.787066e-01;1.291808e+00;-4.381084e-01
'unknown';0.050313;0;0;5.740755e-02;1.021519e+00;3.728019e-03;2.250000e-02;1.300793e-01;2.716292e-01;4.145328e-01;5.591723e-01;6.639206e-01;8.467438e-01;8.611820e-01;8.978171e-01;9.948527e-01;9.425488e-01;1.086349e+00;1.223663e+00;1.301176e+00;1.401747e+00;1.296305e+00;1.400243e+00;1.513089e+00;1.591210e+00;1.555626e+00;1.541646e+00;1.397049e+00;1.244958e+00;1.119143e+00;9.474558e-01;7.694214e-01;5.879295e-01;9.703939e-06;1.442073e-05;3.125000e+01;3.125000e+01;3.125000e+01;4.166667e+01;1.252292e-02;9.012836e-01;1.103822e+05;1.214232e+01;1.942831e+02;-2.199770e-04;5.976079e-02;2.337509e-05;1.128381e+01;4.648461e+00;2.203119e+01;2.631423e+01;6.742203e+00;6.933801e+00;-1.255777e-01;1.841421e+01;1.187103e+01;-2.589807e+01;-7.625880e+00;-1.545789e+00;2.159021e+00;-9.199376e+00;0;0;2.114342e-03;3.142302e-02;6.988412e-06;5.083333e-03;-1.138793e-03;-6.997275e-03;-8.972496e-04;5.754304e-03;1.140193e-02;6.542524e-02;6.558627e-03;7.483089e-03;4.433631e-02;-4.210060e-02;1.122043e-02;3.494306e-02;7.397773e-02;3.095899e-02;-4.755282e-03;1.063367e-02;2.542480e-02;9.511544e-02;1.154108e-01;1.167386e-01;8.122835e-02;4.511917e-02;4.275066e-02;3.184196e-02;1.794311e-02;-1.378465e-03;1.129501e-06;1.411747e-06;0;0;-5.208333e+00;2.083333e+00;1.596471e-03;1.374513e-02;3.215544e+04;-7.694508e-01;-1.898603e+01;-9.551804e-07;7.463881e-03;-6.793860e-07;-6.736854e-01;-3.250496e-01;-3.909918e-01;-3.125696e+00;1.718980e+00;-1.194973e+00;-1.507946e+00;8.174437e-01;-5.669376e-01;-2.763311e-01;1.249603e+00;1.049155e+00;1.205027e+00;6.926383e-01
'unknown';0.060375;0;0;5.965129e-02;1.064427e+00;3.343585e-03;3.833333e-02;1.270162e-01;2.606885e-01;4.101565e-01;5.693338e-01;6.853945e-01;9.458607e-01;8.799403e-01;9.131435e-01;1.048623e+00;8.788360e-01;1.095397e+00;1.272122e+00;1.406561e+00;1.438339e+00;1.283678e+00;1.410111e+00;1.544986e+00;1.726097e+00;1.721658e+00;1.709418e+00;1.506742e+00;1.301939e+00;1.173598e+00;9.889817e-01;7.911232e-01;5.853577e-01;9.985890e-06;1.579063e-05;3.125000e+01;3.125000e+01;3.125000e+01;8.333334e+01;1.159510e-02;1.211237e+00;2.058696e+05;9.900719e+00;1.416966e+02;-1.699542e-04;8.802998e-02;1.906035e-05;1.103379e+01;3.681173e+00;1.973659e+01;2.031564e+01;1.003767e+01;7.796757e+00;-7.852011e-01;1.847136e+01;1.120007e+01;-2.699593e+01;-5.556867e+00;1.005433e+00;3.262057e+00;-7.212944e+00;0;0;1.721942e-03;3.923857e-02;-5.228738e-05;3.500000e-03;-1.187557e-03;-1.147277e-02;8.461058e-04;4.896277e-03;1.900091e-02;6.136542e-02;-8.751815e-03;2.101381e-02;8.744870e-02;-2.241433e-03;3.281774e-02;2.047631e-02;8.829489e-02;-5.571377e-03;1.960626e-02;1.580093e-02;-7.767641e-03;8.303622e-02;1.492688e-01;1.476920e-01;1.251699e-01;7.857120e-02;5.055644e-02;3.223027e-02;1.659153e-02;2.511394e-03;-7.656809e-08;1.305189e-06;0;0;-2.083333e+00;1.145833e+01;1.486967e-03;6.300712e-02;2.988777e+04;-6.964658e-01;-1.743151e+01;4.423533e-06;7.884545e-03;-1.172746e-06;-6.199614e-01;-5.387920e-01;-8.952020e-01;-1.681044e+00;2.804202e+00;3.672598e-01;-1.465995e-01;-6.634932e-01;-3.625183e+00;5.100645e-01;3.386376e+00;1.934759e+00;1.083673e+00;5.914682e-01
'unknown';0.070438;0;0;6.165637e-02;1.112206e+00;3.297138e-03;4.250000e-02;1.254046e-01;2.433216e-01;4.173645e-01;5.754302e-01;7.153759e-01;1.014277e+00;8.658268e-01;9.541984e-01;1.171307e+00;8.978593e-01;1.157148e+00;1.289365e+00;1.508417e+00;1.376839e+00;1.316425e+00;1.417381e+00;1.505056e+00;1.806889e+00;1.912682e+00;1.892542e+00;1.687244e+00;1.419339e+00;1.237378e+00;1.018823e+00;8.015609e-01;5.898845e-01;9.913480e-06;1.699012e-05;3.125000e+01;3.125000e+01;3.125000e+01;9.375000e+01;1.654411e-02;1.263639e+00;2.107381e+05;9.792647e+00;1.359478e+02;-1.791621e-04;8.931599e-02;1.861404e-05;1.009229e+01;2.877785e+00;1.873875e+01;2.187392e+01;1.572473e+01;9.103012e+00;4.848581e-01;1.438497e+01;1.989566e+00;-2.282781e+01;-1.024208e+00;2.335644e+00;6.326200e+00;-5.452941e+00;0;0;5.923301e-04;3.501225e-02;-5.472391e-05;-1.666667e-03;-1.552209e-04;-1.229777e-02;2.850622e-04;-2.626508e-03;1.421819e-02;2.346010e-02;-3.884516e-02;2.423021e-02;1.160879e-01;5.876373e-02;4.497289e-02;-1.221083e-02;8.045192e-02;-2.633929e-02;5.379760e-02;2.536828e-02;-4.151652e-02;3.846139e-02;1.321553e-01;1.269629e-01;1.242323e-01;9.159438e-02;4.212302e-02;2.600322e-02;1.539676e-02;5.744255e-03;-1.454759e-06;9.520380e-07;0;0;0;1.562500e+01;1.486478e-03;4.155277e-02;2.190128e+04;-2.255763e-01;-3.961612e+00;-2.724599e-06;6.216140e-03;-9.795540e-07;-6.603745e-01;-6.594228e-01;-5.493568e-01;9.716154e-01;2.565303e+00;1.433090e+00;1.238593e+00;-1.969847e+00;-4.694435e+00;1.418259e-01;4.046897e+00;2.315535e+00;1.539564e-01;-3.110313e-01
'unknown';0.080500;0;0;6.144699e-02;1.148775e+00;3.561200e-03;2.333333e-02;1.271805e-01;2.299976e-01;4.176168e-01;5.701090e-01;7.319460e-01;1.011430e+00;8.058694e-01;9.879294e-01;1.332391e+00;1.020499e+00;1.221979e+00;1.250812e+00;1.587211e+00;1.321350e+00;1.399628e+00;1.457811e+00;1.429916e+00;1.799100e+00;2.044975e+00;2.024720e+00;1.832206e+00;1.530411e+00;1.276203e+00;1.041821e+00;8.132050e-01;6.018286e-01;5.625861e-06;1.831006e-05;3.125000e+01;3.125000e+01;3.125000e+01;9.375000e+01;1.423480e-02;1.112135e+00;1.884385e+05;1.078919e+01;1.652800e+02;-2.171684e-04;8.151358e-02;1.947695e-05;9.609202e+00;2.078167e+00;1.840766e+01;2.467015e+01;1.695252e+01;1.268833e+01;3.054110e+00;1.348629e+01;-2.303616e+00;-2.413054e+01;5.484596e+00;6.496451e+00;4.268015e+00;-8.230464e+00;0;0;-8.020460e-04;1.697650e-02;-1.853304e-04;-1.416667e-03;-6.606683e-04;-9.177156e-03;-4.125136e-03;-1.460583e-02;1.873606e-03;-3.143504e-02;-7.083552e-02;2.319145e-03;9.504660e-02;9.998105e-02;3.221118e-02;-4.673843e-02;4.435798e-02;-1.248091e-02;8.252851e-02;3.155993e-02;-6.164504e-02;-1.060640e-02;6.360463e-02;5.532717e-02;7.032790e-02;7.003509e-02;1.870258e-02;1.618133e-02;1.511124e-02;4.531390e-03;-1.845546e-06;2.621331e-07;0;8.333333e+00;1.104167e+02;1.375000e+02;6.046688e-04;2.084276e-01;9.710839e+04;-5.674804e-01;-8.804003e+00;1.128030e-05;3.548964e-02;-1.063211e-06;-8.457732e-01;-8.191313e-01;1.046915e-01;2.189880e+00;5.739387e-01;2.552099e-02;6.676769e-01;-2.322099e+00;-3.451361e+00;-4.110453e-01;4.047434e+00;1.710253e+00;-8.367575e-01;-1.307245e+00
'unknown';0.090563;0;0;5.947134e-02;1.154406e+00;3.345592e-03;2.166667e-02;1.292211e-01;2.254858e-01;4.122279e-01;5.456522e-01;7.117358e-01;9.312595e-01;7.039917e-01;9.815752e-01;1.433408e+00;1.165536e+00;1.247923e+00;1.173263e+00;1.613111e+00;1.328545e+00;1.507318e+00;1.503235e+00;1.363042e+00;1.747015e+00;2.054744e+00;2.018809e+00;1.855478e+00;1.588694e+00;1.278455e+00;1.051052e+00;8.353643e-01;6.084154e-01;4.610158e-06;1.792121e-05;3.125000e+01;3.125000e+01;3.125000e+01;1.145833e+02;1.863546e-02;1.158598e+00;2.286041e+05;1.057020e+01;1.626833e+02;-2.099929e-04;9.409969e-02;1.826901e-05;8.694230e+00;2.152849e+00;1.994887e+01;2.899505e+01;1.611129e+01;1.165347e+01;4.147734e+00;1.105751e+01;-4.849302e+00;-2.662164e+01;7.087873e+00;7.286379e+00;2.425824e+00;-1.024577e+01;0;0;-1.731272e-03;-7.081461e-03;-4.691832e-04;6.500000e-03;-3.857517e-03;-6.232535e-03;-1.410289e-02;-2.545061e-02;-5.361325e-03;-7.009102e-02;-8.101396e-02;-3.124567e-02;2.124795e-02;8.470649e-02;-4.078495e-03;-6.108417e-02;-4.634166e-03;2.088699e-02;8.140714e-02;2.523379e-02;-5.778985e-02;-3.012937e-02;-1.591510e-02;-2.227678e-02;-1.033478e-02;2.546200e-02;-1.189100e-02;8.513558e-03;9.610486e-03;-5.695748e-03;-1.614019e-06;-6.656843e-07;0;1.458333e+01;1.697917e+02;2.125000e+02;-7.635246e-04;4.555358e-01;1.808100e+05;-1.588566e+00;-3.068450e+01;4.254443e-05;6.257395e-02;-2.539313e-06;-8.674181e-01;-8.623813e-01;6.057634e-01;7.160136e-01;-9.916180e-01;-1.677904e+00;-2.257916e-01;-1.498232e+00;-1.442172e-01;-3.777794e-01;2.479079e+00;4.923938e-01;-5.113275e-01;-7.268046e-01
